date,brand_name,goods_no,product_name,estimated_sales,estimated_gmv,estimated_avg_price,display_price,previous_display_price,price_change_detected,price_change_amount,price_change_pct,coverage_pct,calendar_complete,confidence,max_interval_hours,observation_count,contributing_intervals,history_bucket,product_url
2026-08-27,트립르센스,682241,Thinsulate 3 Button Wool Coat KHAKI,0.0,0,74500,74500,,0,,,38.29,0,low,21.52,3,1,1,https://www.musinsa.com/products/682241
2026-08-27,트립르센스,839809,TRIPLE CIRCLE KEY-RING GOLD,0.0,0,9000,9000,,0,,,38.28,0,low,21.52,3,1,1,https://www.musinsa.com/products/839809
2026-08-27,러브이즈트루,973505,DE PANCAKE TEE(WHITE),0.0,0,31420,31420,,0,,,38.28,0,low,21.52,3,1,1,https://www.musinsa.com/products/973505
2026-08-27,노이어,1384513,수피마 코튼 럭스 티셔츠 (블랙),0.0,0,29200,29200,,0,,,41.92,0,low,19.59,3,1,1,https://www.musinsa.com/products/1384513
2026-08-27,코드그라피,1409473,크리스피 나일론 쇼츠_화이트,0.0,0,13600,13600,,0,,,28.06,0,low,20.2,4,1,1,https://www.musinsa.com/products/1409473
2026-08-27,제멋,1557697,오버핏 레이어드 롱티셔츠 다크베이지 KJLT2153,0.0,0,25900,25900,,0,,,41.92,0,low,19.59,3,1,1,https://www.musinsa.com/products/1557697
2026-08-27,인사일런스,1562881,[BLACK LABEL] 버진 울 플란넬 자켓 BEIGE,0.0,0,89550,89550,,0,,,40.4,0,low,21.04,3,1,1,https://www.musinsa.com/products/1562881
2026-08-27,제멋,1604801,리오 오버핏 벌룬 후드 그레이 KJHD2304,0.0,0,37900,37900,,0,,,41.92,0,low,19.59,3,1,1,https://www.musinsa.com/products/1604801
2026-08-27,시야쥬,1664065,SIPT7021 Double Weave Long wide SL_Black,0.0,0,77000,77000,,0,,,40.4,0,low,21.04,3,1,1,https://www.musinsa.com/products/1664065
2026-08-27,미나브,1826305,터키쉬 코튼 텐셀 셔츠 [스톤세이지],0.0,0,45500,45500,,0,,,43.75,0,low,21.5,4,1,1,https://www.musinsa.com/products/1826305
